ssyk_code,occupation_name_sv,occupation_name_en,category_1digit,category_2digit,employment_count,median_monthly_salary_sek,year
7115,Anläggningsdykare,Construction diver,Hantverkare,71,992,,2024
7116,Ställningsbyggare,Scaffold builders,Hantverkare,71,3875,38200.0,2024
7119,Övriga byggnads- och anläggningsarbetare,Building frame and related trades workers not elsewhere classified,Hantverkare,71,20330,37100.0,2024
7121,Takmontörer,Roofers,Hantverkare,71,4448,39700.0,2024
7122,Golvläggare,Floor layers,Hantverkare,71,4338,41800.0,2024
7123,Isoleringsmontörer,Insulation workers,Hantverkare,71,2434,,2024
7124,Glastekniker,Glaziers,Hantverkare,71,3069,36300.0,2024
7125,VVS-montörer m.fl.,Plumbing and central heating fitters,Hantverkare,71,25406,42100.0,2024
7126,Kyl- och värmepumpstekniker m.fl.,Heating and air conditioning mechanics,Hantverkare,71,5000,39900.0,2024
7131,Målare,Painters and related workers,Hantverkare,71,16017,38000.0,2024
7132,Lackerare och industrimålare,Painters and industrial painters,Hantverkare,71,5900,32500.0,2024
7133,Skorstensfejare,Chimney sweepers,Hantverkare,71,992,,2024
7134,Saneringsarbetare m.fl.,Building structure cleaners and related workers,Hantverkare,71,5809,34100.0,2024
7211,Gjutare,Metal moulders and related workers,Hantverkare,72,870,31300.0,2024
7212,Svetsare och gasskärare,Welders and flame cutters,Hantverkare,72,13911,35300.0,2024
7213,Byggnads- och ventilationsplåtslagare,"Sheet metal workers, building and ventilation",Hantverkare,72,6766,39700.0,2024
7214,Tunnplåtslagare,Sheet metal workers,Hantverkare,72,3694,35400.0,2024
7215,Stålkonstruktionsmontörer och grovplåtsslagare,Steel structure erectors and heavy plate workers,Hantverkare,72,1827,36500.0,2024
7221,Smeder,"Blacksmiths, hammersmiths and forging press workers",Hantverkare,72,2903,36400.0,2024
7222,Verktygsmakare,Toolmakers and related workers,Hantverkare,72,1742,35800.0,2024
7223,"Maskinställare och maskinoperatörer, metallarbete",Machine-tool operators,Hantverkare,72,52157,34200.0,2024
7224,Slipare m.fl.,"Metal polishers, wheel grinders and tool sharpeners",Hantverkare,72,1083,35600.0,2024
7231,Motorfordonsmekaniker och fordonsreparatörer,Vehicle mechanics and repairers,Hantverkare,72,37288,33800.0,2024
7232,Flygmekaniker m.fl.,Aircraft mechanics and repairers,Hantverkare,72,342,,2024
7233,Underhållsmekaniker och maskinreparatörer,Agricultural and industrial machinery mechanics and repairers,Hantverkare,72,30002,38900.0,2024
7311,Finmekaniker,Precision-instrument makers and repairers,Hantverkare,73,3029,,2024
7312,Guld- och silversmeder,Jewellery and precious metal workers,Hantverkare,73,391,,2024
7319,Musikinstrumentmakare och övriga konsthantverkare,Musical instrument makers and other handicraft workers,Hantverkare,73,823,,2024
7321,Prepresstekniker,Pre-press technicians,Hantverkare,73,1111,33600.0,2024
7322,Tryckare,Printers,Hantverkare,73,3466,34700.0,2024
7323,Bokbindare m.fl.,Bookbinders and related workers,Hantverkare,73,853,32700.0,2024
7411,Installations- och serviceelektriker,"Electricians, installation and service",Hantverkare,74,41480,37900.0,2024
7412,Industrielektriker,Electrical mechanics and fitters,Hantverkare,74,8914,39800.0,2024
7413,Distributionselektriker,Electrical line installers and repairers,Hantverkare,74,2343,41100.0,2024
7420,Elektronikreparatörer och kommunikationselektriker m.fl.,Electronics repairers and telecom electricians,Hantverkare,74,9332,37500.0,2024
7521,"Manuella ytbehandlare, trä",Wood treaters,Hantverkare,75,94,,2024
7522,"Fin-, inrednings- och möbelsnickare",Cabinet-makers and related workers,Hantverkare,75,4781,32300.0,2024
7523,"Maskinsnickare och maskinoperatörer, träindustri","Machine operator, Wood-products",Hantverkare,75,6189,33000.0,2024
7531,Skräddare och ateljésömmerskor m.fl.,Tailors and related workers,Hantverkare,75,1110,29700.0,2024
7532,Sömmare,"Sewers, embroiderer and related workers",Hantverkare,75,423,,2024
7533,Tapetserare,Upholsterers and related workers,Hantverkare,75,439,30200.0,2024
7534,Läderhantverkare och skomakare,"Leather craft workers, shoemakers and related workers",Hantverkare,75,426,32800.0,2024
7611,Slaktare och styckare m.fl.,"Butchers, fishmongers and related food preparers",Hantverkare,76,3272,32100.0,2024
7612,Bagare och konditorer,"Bakers, pastry-cooks and confectionery makers",Hantverkare,76,4809,29200.0,2024
7613,Provsmakare och kvalitetsbedömare,Food and beverage tasters and graders,Hantverkare,76,156,,2024
7619,Övriga livsmedelsförädlare,Other food processors,Hantverkare,76,986,34700.0,2024
8111,Gruv- och stenbrottsarbetare,Miners and quarries workers,Maskinoperatörer,81,1492,49100.0,2024
8112,"Processoperatörer, stenkross- och malmförädlingsanläggning",Mineral and stone processing plant operators,Maskinoperatörer,81,2713,48300.0,2024
8113,Brunnsborrare m.fl.,Well drillers and borers and related workers,Maskinoperatörer,81,1992,45200.0,2024
8114,"Maskinoperatörer, cement-, sten- och betongvaror","Machine operator, cement, stone and other mineral products",Maskinoperatörer,81,2301,34500.0,2024
8115,Bergssprängare,Shot firers and blasters,Maskinoperatörer,81,1400,42600.0,2024
8116,Stenhuggare m.fl.,"Stonemasons, stone cutters, splitters and carvers",Maskinoperatörer,81,713,,2024
8121,"Maskinoperatörer, ytbehandling","Machine operators, metal finishing, plating and coating ",Maskinoperatörer,81,2861,34100.0,2024
8122,Valsverksoperatörer,Metal melter and rolling-mill operators,Maskinoperatörer,81,4145,39400.0,2024
8129,Övriga maskin- och processoperatörer vid stål- och metallverk,Metal processing plant operators not elsewhere classified,Maskinoperatörer,81,11068,39600.0,2024
8131,"Maskinoperatörer, farmaceutiska produkter","Machine operators, pharmaceutical products ",Maskinoperatörer,81,4399,36300.0,2024
8132,"Maskinoperatörer, kemisktekniska och fotografiska produkter","Machine operators, chemical and photographic products ",Maskinoperatörer,81,1860,36800.0,2024
8141,"Maskinoperatörer, gummiindustri","Machine operators, rubber products ",Maskinoperatörer,81,1802,32000.0,2024
8142,"Maskinoperatörer, plastindustri","Machine operators, plastic products ",Maskinoperatörer,81,8778,32700.0,2024
8143,"Maskinoperatörer, pappersvaruindustri","Machine operators, paper products ",Maskinoperatörer,81,3614,35200.0,2024
8151,"Maskinoperatörer, blekning, färgning och tvättning","Machine operators, bleaching, dyeing and cleaning ",Maskinoperatörer,81,3325,27700.0,2024
8159,"Övriga maskinoperatörer, textil-, skinn- och läderindustri","Machine operators not elsewhere classified, textile, fur and leather products",Maskinoperatörer,81,2580,30100.0,2024
8161,"Maskinoperatörer, kött- och fiskberedningsindustri","Machine operators, meat- and fish-processing ",Maskinoperatörer,81,4378,30300.0,2024
8162,"Maskinoperatörer, mejeri","Machine operators, dairy-products ",Maskinoperatörer,81,1401,35200.0,2024
8163,"Maskinoperatörer, kvarn-, bageri- och konfektyrindustri","Machine operators, baked-goods, cereal and chocolate-products ",Maskinoperatörer,81,4381,,2024
8169,Övriga maskinoperatörer inom livsmedelsindustri m.m.,"Machine operators not elsewhere classified, food and related products ",Maskinoperatörer,81,6965,31600.0,2024
8171,"Processoperatörer, pappersmassa",Paper pulp plant operators,Maskinoperatörer,81,2352,43600.0,2024
8172,"Processoperatörer, papper",Papermaking plant operators,Maskinoperatörer,81,5308,41000.0,2024
8173,"Operatörer inom sågverk, hyvleri och plywood m.m.","Wood processing, sawmill and plywood plant operators",Maskinoperatörer,81,7468,36200.0,2024
8174,"Maskinoperatörer inom ytbehandling, trä","Machine operators, wood treaters ",Maskinoperatörer,81,518,33300.0,2024
8181,"Maskinoperatörer, påfyllning, packning och märkning","Machine operators, packing, bottling and labelling",Maskinoperatörer,81,4663,32400.0,2024
8189,Andra process- och maskinoperatörer,"Machine operators not elsewhere classified, stationary plant and ",Maskinoperatörer,81,3384,36600.0,2024
8191,Drifttekniker vid värme- och vattenverk,Power production and water treatment plant operators,Maskinoperatörer,81,10910,37700.0,2024
8192,"Processövervakare, kemisk industri",Chemical processing plant controllers,Maskinoperatörer,81,6623,39500.0,2024
8193,"Processövervakare, metallproduktion",Metal production process controllers,Maskinoperatörer,81,1840,39200.0,2024
8199,Övriga drifttekniker och processövervakare,Process control technicians not elsewhere classified,Maskinoperatörer,81,2825,40800.0,2024
8211,Fordonsmontörer,Mechanical machinery assemblers,Maskinoperatörer,82,6950,33000.0,2024
8212,"Montörer, elektrisk och elektronisk utrustning",Electrical and electronic equipment assemblers,Maskinoperatörer,82,14989,32200.0,2024
8213,"Montörer, metall-, gummi- och plastprodukter","Metal-, rubber- and plastic-products assemblers",Maskinoperatörer,82,16353,32000.0,2024
8214,"Montörer, träprodukter",Wood and related products assemblers,Maskinoperatörer,82,4334,33300.0,2024
8219,Övriga montörer,Assemblers not elsewhere classified,Maskinoperatörer,82,15665,36100.0,2024
8311,Lokförare,Train operator,Maskinoperatörer,83,5528,43500.0,2024
8312,Bangårdspersonal,"Railway, signal and switch operators",Maskinoperatörer,83,954,38100.0,2024
8321,Taxiförare m.fl.,"Taxi, car, and van drivers",Maskinoperatörer,83,14324,28100.0,2024
8329,"Övriga bil-, motorcykel- och cykelförare","Motorcycle, bicycle drivers and other automobile drivers not elsewhere classified",Maskinoperatörer,83,16409,29500.0,2024
8331,Buss- och spårvagnsförare,Bus and tram drivers,Maskinoperatörer,83,24777,32300.0,2024
8332,Lastbilsförare m.fl.,Heavy truck and lorry drivers,Maskinoperatörer,83,61570,32800.0,2024
8341,Förare av jordbruks- och skogsmaskiner,Forestry and agricultural machinery operators,Maskinoperatörer,83,8017,32600.0,2024
8342,Anläggningsmaskinförare m.fl.,Heavy Equipment Operators,Maskinoperatörer,83,24728,34800.0,2024
8343,Kranförare m.fl.,"Crane, hoist and related plant operators",Maskinoperatörer,83,1593,35700.0,2024
8344,Truckförare,Fork-lift drivers,Maskinoperatörer,83,11805,35400.0,2024
8350,Matroser och jungmän m.fl.,Ships deck crews and related workers,Maskinoperatörer,83,1803,36700.0,2024
9111,Städare,"Cleaners and helpers in offices, hotels and other establishments",Basyrken,91,93173,27400.0,2024
9119,Övrig hemservicepersonal m.fl.,"Maid, nanny and related workers",Basyrken,91,8038,23900.0,2024
9120,"Bilrekonditionerare, fönsterputsare och övriga rengöringsarbetare","Car reconditioning labourers, window cleaners and other hand cleaning workers",Basyrken,91,7718,28800.0,2024
9210,Bärplockare och plantörer m.fl.,Berry pickers and planters,Basyrken,92,5480,26700.0,2024
9310,Grovarbetare inom bygg och anläggning,Construction labourers,Basyrken,93,7488,36200.0,2024
9320,Handpaketerare och andra fabriksarbetare,Manufacturing labourers,Basyrken,93,9251,30200.0,2024
9331,Hamnarbetare,Dock labourers,Basyrken,93,2776,39000.0,2024
9332,"Ramppersonal, flyttkarlar och varupåfyllare m.fl.","Ground personnel, movers and stockers",Basyrken,93,6941,32500.0,2024
9411,Pizzabagare m.fl.,Pizza makers and fast food preparers,Basyrken,94,6287,,2024
9412,Restaurang- och köksbiträden m.fl.,Restaurant and kitchen helpers,Basyrken,94,89662,27800.0,2024
9413,Kafé- och konditoribiträden,Café and confectionery assistants,Basyrken,94,11628,25800.0,2024
9520,Torg- och marknadsförsäljare,Street and market vendors,Basyrken,95,295,,2024
9610,Renhållnings- och återvinningsarbetare,Recycling collectors,Basyrken,96,10744,32300.0,2024
9621,Reklamutdelare och tidningsdistributörer,Leaflet and newspaper distributors,Basyrken,96,5735,33900.0,2024
9622,Vaktmästare m.fl.,Janitors and related workers,Basyrken,96,6541,30300.0,2024
9629,Övriga servicearbetare,Other service workers not elsewhere classified,Basyrken,96,30744,26200.0,2024
